Country	ISO3	ISO2	Continent	Region	Capital_Latitude_Deg	Capital_Longitude_Deg	Land_Area_SqKm	Population_2024_Ref_Millions	GDP_2024_Ref_USD_Billions	Population_Year_Millions	Year	Fossil_Share_Of_Energy_Index	Energy_Intensity_Index	Temperature_Anomaly_C	Annual_Mean_Temp_C	Summer_Mean_Temp_C	Winter_Mean_Temp_C	Annual_Max_Temp_C	Annual_Min_Temp_C	Heatwave_Days	Frost_Days	CO2_Emissions_Total_Mt	CO2_Per_Capita_Tons	Methane_Emissions_MtCO2e	N2O_Emissions_MtCO2e	CO2_Energy_Sector_Mt	CO2_Transportation_Mt	CO2_Industrial_Mt	CO2_Residential_Mt	Renewable_Energy_Share_Pct	Coal_Consumption_Mtoe	Oil_Consumption_Mtoe	Gas_Consumption_Mtoe	Electricity_Consumption_TWh	Solar_Installed_Capacity_GW	Wind_Installed_Capacity_GW	Hydropower_Installed_Capacity_GW	Forest_Area_Pct_Of_Land	Forest_Area_SqKm	Forest_Loss_Annual_SqKm	Deforestation_Rate_Pct_Per_Yr	Reforestation_Annual_SqKm	Tree_Cover_Net_Change_Pct_Per_Yr	Annual_Rainfall_mm	Drought_Index_0to100	Water_Avail_CumM3PerCapita	Freshwater_Withdrawal_Pct_Of_Avail	Groundwater_Level_Index	Crop_Yield_Index	Soil_Moisture_Pct	Irrigated_Area_Pct_Of_AgriLand	Agri_Emissions_MtCO2e	Food_Production_Index	Sea_Level_Rise_Cumulative_mm	Ocean_Heat_Content_Index	Ocean_pH	Coastal_Flood_Risk_Index_0to100	PM2_5_Annual_Mean_ug_m3	PM10_Annual_Mean_ug_m3	Air_Quality_Index	Ozone_Annual_Mean_ug_m3	NO2_Annual_Mean_ug_m3	Hurricanes	Cyclones	Flood_Events_Count	Wildfires	Landslides	Tornadoes	Storms	Drought_Events_Count	Endangered_Species_Count	Habitat_Loss_Index_0to100	Coral_Bleaching_Index_0to100	Wildlife_Population_Index	GDP_Current_USD_Billions	GDP_Loss_Climate_Pct	Climate_Damage_Cost_USD_Billions	Agricultural_Loss_USD_Billions	Disaster_Insurance_Loss_USD_Billions	Heat_Related_Deaths	Heat_Related_Deaths_Per_Million	Respiratory_Disease_Rate_Per100k	Climate_Displaced_Persons_Thousands	Food_Insecurity_Index_0to100	Climate_Policy_Score_0to100	Net_Zero_Target	Carbon_Tax_USD_Per_TonCO2	Protected_Area_Pct_Of_Land	Environmental_Performance_Index	SDG_Climate_Score_0to100	ESG_Score	Green_Investment_USD_Billions	Recycling_Rate_Pct
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	12.758	2006	0.536319828	0.151644216	0.354	27.68	29.04	27.59	37.72	18.96	34	0	0.043	3.414	1.584	0.422	0.021	0.007	0.009	0.006	13.38	1.142	2.352	2.622	21	0	0.002	0.043	16.43	4327.3	2.2	0.051	1.27	-0.0035	2123.7	46.1	23198.9	11.05	97	91.6	43.6	17.4	0.479	85.1	52.47	9.33	8.0769	28.7	19.01	27.17	42.7	23.52	12.53	0	0	2	0	1	1	2	1	84	6.4		95.9	8.376	1.195	0.1	0.0543	0.0535	49.9	3.911	336.1	1.84	59	34.8	0	0	15.34	40.2	46.6	46.6	0.0043	1.7
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	12.868	2007	0.536319828	0.151644216	0.259	27.38	29.07	25.86	37.43	19.16	34	0	0.049	3.892	1.519	0.51	0.021	0.006	0.011	0.011	16.55	1.258	2.594	2.304	23.37	0	0.003	0.034	18.77	4943.6	1.24	0.025	0.8	-0.0017	1925.6	47.1	23107.4	9.69	95.9	91.8	37.5	24.4	0.491	88.8	58.89	9.29	8.0745	35.9	19.42	27.95	41.8	15.62	20.5	0	0	2	4	2	1	3	1	83	1.7		95.7	8.715	1.439	0.125	0.057	0.1407	48.3	3.754	380.3	1.56	63.2	32.3	0	0	1.91	30.5	45.1	45.2	0.0028	16.5
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	12.978	2008	0.536319828	0.151644216	0.229	27.59	29.67	25.82	38.46	17.45	37	1	0.045	3.508	1.485	0.432	0.02	0.006	0.011	0.008	19.19	1.25	2.549	2.416	21.39	0.001	0.004	0.041	19.85	5228.1	2.44	0.047	0.58	-0.0071	2040.3	44.1	23016.5	3.11	104.2	95.8	38.8	30.1	0.391	100.7	61.06	5.23	8.0703	31.6	12.91	18.55	42	21.56	13.15	0	2	2	4	2	1	0	1	89	14.2		92	8.923	1.065	0.095	0.0554	0.0729	54.2	4.176	276.8	2.3	55.8	27.7	0	0	14.89	36.2	45.4	47.2	0.0057	5.6
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.088	2009	0.536319828	0.151644216	0.242	27.14	29.01	25.49	35.55	19.35	36	0	0.049	3.776	1.406	0.419	0.025	0.008	0.011	0.005	18.54	1.711	2.748	1.767	24.59	0.002	0.004	0.041	19.91	5243.9	1.57	0.03	0.71	-0.0033	2098.9	46.8	22926.4	9.79	98.6	98.5	29.7	25.8	0.5	92.2	65.24	6.69	8.07	29.6	8.84	12.72	18.1	25.78	14.72	0	0	1	3	0	0	1	0	82	1.7		95.7	9.314	1.406	0.131	0.0589	0.0473	58.7	4.485	285.1	1.97	71.5	34.2	0	0	10.96	38.3	38	42.7	0.0066	6.8
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.198	2010	0.536319828	0.151644216	0.362	27.35	29.17	26.11	35.2	18.23	38	0	0.048	3.681	1.246	0.484	0.022	0.008	0.009	0.008	7	1.24	2.622	2.451	26.27	0.004	0.006	0.046	17.72	4667.1	2.06	0.044	0.83	-0.0047	2144.3	51.8	22837	10.16	95	89.8	29.8	21.3	0.515	97.3	63.57	9.22	8.0659	30.5	18.87	29.94	38.8	26.08	7.13	2	0	0	4	1	0	0	3	80	8.8		95.2	10.274	1.198	0.123	0.0712	0.0781	75.9	5.751	473.3	2.01	56.4	32.5	0	0	6.81	34.9	39.5	39.3	0.0069	11
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.308	2011	0.536319828	0.151644216	0.185	27.43	29.93	25.86	37.6	17.94		0	0.052	3.927	1.482	0.411	0.023	0.009	0.012	0.009	9.43	1.258	2.892	2.187	26.13	0.005	0.008	0.041	14.53	3826.9	2.21	0.058	1.25	-0.0036	2126	52.2	22748.3	7.07	95.8	102.1	40.3	21.8	0.456	104.5	74.31	5.66	8.0697	27.6	16.78	25.33	30.2	27.51	9.26	1	0	4	0	2	1	0	2	94	11.2		90.6	9.404	2.046	0.192	0.0626	0.0939	58.9	4.426	300.6	1.7	58.4	25.7	0	0	15.5	34.2	45.9	41.1	0.0086	7.4
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.418	2012	0.536319828	0.151644216	0.138	25.98	26.99	25.27	35.54	20.63	27	0	0.058	4.37	1.328	0.457	0.025	0.008	0.014	0.01	10.64	0.888	2.767	2.785	24.16	0.007	0.009	0.047	14.13	3721.6	1.84	0.049	0.55	-0.0049	2079.3	48.1	22660.2	16.07	102.6	98.4	35.2	31.9	0.526	100.7	78.26	2.81	8.066	35.9	13.53	23.38	28.5	21.5	13.39	0	0	2	3	0	0	1	0	80	6.1		99.2	10.773	1.448	0.156	0.0691	0.104	56.6	4.218	342.2	1.84	62.9	23.1	0	0	8.37	30	37.4	25.4	0.0112	13.6
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.528	2013	0.536319828		0.151	27.38	28.67	26.41	35.53	19.26	35	2	0.056	4.195	1.627	0.545	0.025	0.01	0.011	0.01	13.28	1.206	3.285	1.907	26.78	0.01	0.012	0.04	16.05	4227.2	1.85	0.044	1.18	-0.0025	2039.1	54.5	22572.9	13.86	101.5	94.6	32.5	13.1	0.468	104.4	82.76	3.07	8.0655	38.2	15.78	25.92	37.3	14.81	6.36	0	0	3	1	0	0	1	3	83	1		102.2	9.377	1.645	0.154	0.0654	0.0559	77.3	5.714	316.2	2.17	72.2	22.8	0	0	19.75	36.2	32.3	48.3	0.0126	2.8
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.638	2014	0.536319828	0.151644216	0.449	29.26	30	27.5	38.91	20.06	37	0	0.056	4.168	1.289	0.407	0.022	0.008	0.012	0.014	19.21	0.968	2.347	3.246	29.03	0.011	0.009	0.052	24.55	6466	2.58	0.04	0.51	-0.0079	2283.7	61.8	22486.2	10.36	95.9	94.2	38.8	24.8	0.407	105.8	85.46	11.8	8.069	35.7	9.61	14.49		25.91	11.22	0	0	1	1	0	0	1	1	66	13.7		91.1	10.965	1.598	0.175	0.0822	0.0343	74.7	5.478	328.1	2.07	63.6	31.9	0	0	12.5	44.6	40.7	44	0.0112	6.8
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.747	2015	0.536319828	0.151644216	0.484	27.73	28.61	27.49	35.12	21.46	36	0	0.054	4.002	1.534	0.5	0.025	0.008	0.01	0.01	19.62	1.078	2.901	2.561	23.52	0.014	0.012	0.051	18.74	4935.7	2.11	0.043	0.62	-0.0057	2063.2	58.7	22400.2	8.84	93.4	89.3	24.7	35.6	0.489	99.3	88.49	11.94	8.058	46	13.38	20.98	28.1	31.53	13.26	0	0	1	1	0	0	3	0	105	8.6		92.5	11.461	1.932	0.221	0.0852	0.0653	66.3	4.823	356.3	1.88	64.9	22.9	0	0	18.9	39.1	46.5	39.8	0.0117	19.1
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.857	2016	0.536319828	0.151644216	0.51	26.54	27.58	24.75	34.61	17.77	45	0	0.051	3.777	1.516	0.44	0.023	0.007	0.011	0.01	21.9	1.591	2.117	2.823	30.06	0.014	0.016	0.04	13.7	3608.3	1.94	0.054	1.22	-0.0027	2113.2	44.5	22314.8	8.96	102.5	103.8	39.1	24.3	0.567	110.9	92.47	14.34	8.0575	43.2	15.16	23.83	34.2	34.94	9.9	0	0	1	2	1	0	1	1	72	8.2		90.5	10.568	0.511	0.054	0.0646	0.0539	69.4	5.008	358	2.35	58	35.4	0	0	13.33	33	37	47.6	0.0163	5.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	13.967	2017	0.536319828	0.151644216	0.536	28.26	29.16	27.45	37.66	19.49	42	0	0.055	4.03	1.652	0.507	0.027	0.009	0.012	0.007	20.98	0.92	2.855	2.902	28.25	0.018	0.016	0.046	19.13	5038.5	1.54	0.031	0.51	-0.0039	2043	57.9	22230.1	7.94	94.7	92	34.5	29.4	0.449	105	99.71	13.79	8.0539	36.6	16.14	24.73	35.7	28.04	11.57	1	0	0	3	0	0	1	2	77	7.7		91.2	12.417	1.266	0.157	0.0906	0.0727	79.3	5.677	339.6	3.07	70.3	36.5	0	0	9.78	38.2	44.3	52.5	0.0153	9.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.077	2018	0.536319828	0.151644216	0.55	27.28	29.13	25.08	33.34	16.51	39	0	0.054	3.889	1.392	0.49	0.024	0.008	0.014	0.009	30.21	1.18	3.064	2.383	28.28	0.025	0.022	0.048	10.45	2752.3	2.25	0.082	0.95	-0.0049	1885.9	49.5	22146	5.56	97.6	104.9	36.9	28.3	0.49	114.9	96.34	15.18	8.0561	43.3	11.17	15.11	25	21.1	6.06	1	0	1	2	0	0	1	2	92	7.1		86.8	11.726	1.748	0.205	0.0758	0.1022	58.1	4.127	244.5	1.91	65.8	30.3	0	0	9.61	34.6	30.6	55	0.0144	5.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.187	2019	0.536319828	0.151644216	0.61	26.84	28.25	25.66	33.79	20.55	37	0	0.049	3.505	1.523	0.496	0.024	0.008	0.012	0.005	30.63	1.363	2.903	2.358	29.26	0.025	0.014	0.048	14.73	3879.6	1.3	0.034	0.62	-0.0026	2199.3	53.5	22062.5	16.65	100.9	91.6	34.7	28.6	0.476	100.2	105.03	17.78	8.0558	46.2	11.86	18.32	22.6	26.49	10.2	0	1	3	3	0	0	1	3	80	8.1		89.9	12.368	1.595	0.197	0.0865	0.0898	84.2	5.935	301.6	4.07	59	46.1	0	0	7.43	39	43.3	49.6	0.0194	6.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.297	2020	0.536319828	0.151644216	0.597	27.82	28.86	26.06	35.55	19	43	0	0.05	3.591	1.443	0.483	0.024	0.01	0.013	0.003	29.7	1.18	3.068	2.459	30.97	0.031	0.023	0.05	14.1	3713.7	2.08	0.056	0.68	-0.0053	1790.4	63.4	21979.7	16.08	96.7	93.5	35.2	31.1	0.552	99.3	106.89	17.74	8.046	52	12.53	20.14	28.3	22.42	13.83	0	0	5	2	3	0	1	2	65	10.4		81.5	11.614	0.835	0.097	0.0886	0.111	80.6	5.637	340.2	3.77	74.4	24.1	0	0	18.82	32.6	51.4	36	0.0157	5.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.407	2021	0.536319828	0.151644216	0.644	28.14	29.44	26.82	37	20.08	43	1	0.051	3.598	1.676	0.544	0.024	0.008	0.013	0.006	30.99	2.015	2.403	2.084	32.07	0.028	0.023	0.05	14.49	3816.4	2.31	0.061	1.1	-0.0046	2206.7	60.1	21897.5	16.9	100.1	88.5	31.5	36	0.469	95.8	113.56	15.25	8.0511	44.1	16.1	24.56	37.8	24.2	16.19	1	0	2	3	1	0	0	1	83	11.2		88.7	14	1.519	0.213	0.1057	0.0952	69.8	4.845	289	3.45	71.2	25.6	1	0	12.32	45.2	29.3	45.9	0.0241	9.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.517	2022	0.536319828	0.151644216	0.546	28.06	29.76	25.87	36.03	17.41	40	0	0.05	3.53	1.565	0.489	0.024	0.006	0.01	0.01	33.9	1.139	2.646	3.068	31.52	0.034	0.025	0.047	26.3	6926.9	1.24	0.018	0.47	-0.0029	1884.7	50.9	21815.9	10.92	95.9	101.1	35.5	29.9	0.498	113.4	120.48	16.16	8.045	46.3	22.65	29.6	55.3	32.58	18.11	2	0	1	2	1	0	0	1	73	13.5		86.5	13.236	2.024	0.268	0.0869	0.0736	73.2	5.042	326.2	2.88	69.4	33.4	0	0	13.2	42.4	37.4	44.6	0.0303	13.3
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.627	2023	0.536319828	0.151644216	0.75	27.84	29.54	25.72	37.54	19.85	44	0	0.051	3.588	1.453	0.559	0.023	0.009	0.012	0.006	36.06	1.525	2.738	2.45	30.68	0.039	0.029	0.05	20.88	5499.4	2.46	0.045	0.7	-0.0067	2053.4	58.7	21734.9	17.9	91.3	89.4	34.3	42.1	0.522	103.4	122.91	19.5	8.0503	48.3	12.55	20.62	40.1	19.35	5.17	2	0	0	4	0	0	1	2	89	4.7		88.3	14.225	2.607	0.371	0.1056	0.0705	78.4	5.36	282.7	1.92	69.8	38.1	0	0	10.39	33.9	39.9	38.5	0.0297	9.7
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.737	2024	0.536319828	0.151644216	0.757	26.92	28.46	25.61	32.75	20.48	45	0	0.056	3.879	1.721	0.549	0.025	0.009	0.014	0.009	37.19	1.296	3.75	1.675	31.43	0.044	0.031	0.049	20.18	5315	1.44	0.027	0.99	-0.0017	2117.1	59.7	21654.6	16.1	96.2	96.1	32.9	35.5	0.451	113.7	123.25	20.08	8.0457	55.7	16.85	26.24	39.4	24.37	6.45	0	1	1	1	3	0	2	5	81	12.1		88.8	14.408	1.747	0.252	0.1051	0.1512	78	5.293	386.4	3.27	63.3	29.7	0	0	12.98	38.2	38.9	47.8	0.0338	9.9
Rwanda	RWA	RW	Africa	Eastern Africa	-1.94	29.87	26338	14.1	14	14.847	2025	0.536319828	0.151644216	0.725	27.4	29.42	26.34	37.96	20.04	38	0	0.051	3.522	1.697	0.409	0.022	0.007	0.012	0.011	39.66	0.945	3.761	2.222	31.24	0.039	0.031	0.055	17.17	4522.2	1.86	0.041	0.73	-0.0043	2157.2	55.4	21574.8	17.02	93.7	98.4	42.7	27.4	0.486	111.8	129.03	21.59	8.0438	57.6	12.06	18.37	34	34.84	13.42	0	0	0	1	0	0	0	1	106	10.3		82.4	14.308	2.206	0.316	0.0991	0.0354	67.1	4.519	302.3	1.38	62.7	41.6	1	0	14.14	31.7	45.1	43.4	0.0152	10.1
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.037	1990	0.642878891	0.569589321	0.13	21.69	26.4	17.95	32.06	13.46	27	18	0.001	15.907	0.05	0.02	0	0	0	0	3.35		7.083	8.926	5.05	0	0	0.009	15.13		0.01	0.025	0.01	0	1657.6	53.8	30335.9	20.5	105.9	80.8	38.6	50.7	0.01	70.4	4.96	2.31	8.1024	23.7	31.1	44.04	71.9	46.9	33.21	0	0	0	0	2	0	1	2	77	0	19.3	100.9	0.326	1.138	0.004	0.0024		0.1	2.728	459.7	0	43.8	23.3	0	0	11.66	52.6	52.5	28.7	0	12
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.037	1991	0.642878891	0.569589321	0.143	20.25	23.85	16.05	28.57	9.46	26	9	0.001	16.349	0.05	0.02	0	0	0	0	3.34	10.458	8.092	4.83	0.89	0	0	0.009	23.36	61	0.02	0.033	0.02	0	1684.9	66.7	30335.2	23.81	102.8	73.9	37.7	46	0.01	64.6	3.29	4.88	8.1003	21.9		40.56		29.19	22.5	0	0	0	3	0	0	0	1	76	0	31.3	98.6	0.362	1.837	0.007	0.0031	0.0014	0.1	2.701	515.9	0.01	68.7	26.4	0	0	16.95	56.4	53.1		0	0
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.037	1992	0.642878891	0.569589321	0.107	19.94	23.61	14.75	31.74	5.84	26	21	0.001	15.875	0.05	0.02	0	0	0	0	5.21	5.873	9.188	7.745	0.1	0	0	0.009	16.26	42.4	0.01	0.024	0.01	0	1784.2	51.8	30334.4	27.7	97.4	88.5	36	48.5	0.01	77.4	9.27	2.46	8.0937	24		47.87		39.76	23.42	0	0	1	1	2	0	1	1	67	6.3		103.6	0.386	1.168	0.005	0.0027	0.0049	0.1	2.674	470.2	0.01	53.2	30.8	0	0	15.32	52.5	55.1		0	6.5
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.038	1993	0.642878891	0.569589321	0.153	20.53	25.08	16.48	32.29	8.36	22	11	0.001	17.332		0.02	0	0	0	0	3.53	6.808	8.441	7.896	0.52	0	0	0.008	18.1	47.2	0.01	0.021	0.01	0	1688.5	51.4	30333.7	27.77	93.7	87.6	35.6	40.2	0.01	69.2	6.74	4.45	8.0929	23.3	35.09	54.41	75.6	31.1	27.24	0	0	1	1	1	0	0	3	77	3.8	27	94.9	0.385	1.845	0.007	0.0027	0.0029	0.1	2.648	523.7	0.01	55.3	27.3	0	0	12.42	52.4	56.8		0	5.5
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.038	1994	0.642878891	0.569589321	0.116	20.99	24.63	17.18	29.68	10.82	25	13	0.001	17.386	0.05	0.02	0	0	0	0	9.51	4.855	8.731	9.503	0.1	0	0	0.009	12.51	32.7	0.01	0.031	0.01	0	1775.3	51.2	30332.9	15.96	101.5	87.5	37.4	49.3	0.01	81.4	11.16	3.01	8.0896	13.4			77.2	38.55	20.47	0	0	0	1	1	0	0	2	65	1.5	22.7	97.3	0.412	2.573	0.011	0.0029		0.1	2.623	490.8	0.01	50.1	20.4	0	0	2.49	51.9	47.6	38.4	0	2
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.038	1995	0.642878891	0.569589321	0.115	20.46	23.87	16.25	31.51	9.74	24	16	0.001	18.544	0.05	0.02	0		0	0	9.8	6.465	10.454	6.659	0.1	0	0	0.009	17.44	45.5	0.02	0.044	0.01	-0.0038	1623.3	56.9	30332.2	20.04	101.7	89.9	37.6	36.5	0.01	79.2	18.42	2.97	8.093	25.3	38.1	48.94	84	37.73	26.37	0	0	0	1	1	0	0	1	73	0	18.2	98.5	0.43	1.979	0.009	0.0031		0.1	2.598	585.6	0	55.8	24.8	0	0	16.93	50.1	56.5		0	1.6
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.039	1996	0.642878891	0.569589321	0.146	20.69	24.37	16.35	31.71	9.43	28	12	0.001	17.734	0.05	0.02	0	0	0	0	9.56	4.988	9.43	9.181	1.64	0	0	0.008	15.35	40.1	0.02	0.05	0.01	-0.0038	1690.1	59.5	30331.5	30.86	96	91.1	32.4	52		77.1	17.8	3.42	8.0896	25.6	35.95	58.66	85.9	30.18	20.99	1	0	0	1	0	0	0	1	73	5.5	23.6	101.9	0.466	2.223	0.01	0.0035	0.0024	0.1	2.573	580.8	0.01	59	37.6	0	0	14.38	60	53.1	57.8	0	8.7
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.039	1997	0.642878891	0.569589321	0.207	20.65	24.39	15.63	32.44	10.99	25	11	0.001	19.125	0.05	0.02	0	0	0	0	10.34	3.442	12.524	7.749	0.1	0	0	0.01	17.27	45.1	0.02	0.044	0.01	-0.0038	1618.7	64.4	30330.7	34.74	94	87.5	37.8	45.6	0.01	83.1	27.05	6.35	8.0904	34.9	36.7	60.38	87.7	30.75	28.17	0	0	1	3	0	0	0	2	66	0.1	36.6	100.5	0.485	2.293	0.011	0.0038	0.0037	0.1	2.549	500.2	0.01	53.1	19.6	0	0	7.04	56.6	63.4	42.7	0	2.4
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.04	1998	0.642878891	0.569589321	0.045	20.29	24.22	16.31	29.05	9.91	26	12	0.001	19.959	0.05	0.02	0	0	0	0	9.54	6.893	5.753	11.574	0.15	0	0	0.009	11.98	31.3	0.02	0.064	0.02	0	1684.3	62.3	30330	27.3	97.4	86.8	27.2	43	0.01	80.1	29.34	2.8	8.0843	26.9	34.31	54.34	73.3	34.54	23.32	0	1	0	0	0	0	1	0	78	1.5	20.3	96.6	0.537	1.531	0.008	0.0042	0.0018	0.1	2.526	552.7	0	62.4	28.9		0	10.71	56.6	57.5	53.2	0	5.4
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.04	1999	0.642878891	0.569589321	0.011	19.71	24.07	16.22	29.75	7.4	26	6	0.001	19.73	0.05	0.02	0	0	0	0	10.21	6.379	9.729	8.304	1.34	0	0	0.01	20.16	52.6	0.02	0.038	0.01	-0.0038	1829	55.2	30329.2	34.73	102.1	98.2	37.3	46.3	0.01	93.4	26.22	0.42	8.0897	19.5	40.76	61.28	98.8	33.37	20.88	0	1	1	1	1	0	0	1	64	1	12.7	99.5	0.541	1.454	0.008	0.0037	0.0033	0.1	2.503	579.5	0	55.6	23.2	0	0	9.72	59.6	62.5	46.5	0	4.3
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.04	2000	0.642878891	0.569589321	0.131	21.87	25.87	18.3	30.66	12.81	26	11	0.001	20.25	0.05	0.02	0	0	0	0	11.08	6.759	8.534	9.367	0.1	0	0	0.01	10.04	26.2	0.01	0.038	0.01	0	1780.1	60.3	30328.5	22.26	95.6	83.2	36.7	45.1	0.01	76.5	27.72	3.9	8.0899	29.1	31.28	54.63	69.6	30.22	33.85	0	0	1	1	0	0	0	3	72	0	26.7	100	0.519	1.678	0.009	0.004	0.0023	0.1	2.48	437.8	0.01	54	28	0	0	15.37	52.1	52.9	46.8	0	8.5
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.041	2001	0.642878891	0.569589321	0.164	20	24.17	15.25	29.43	6.67	26	12	0.001	20.247	0.05	0.02	0	0	0	0	11.99	5.182	11.557	8.035	0.1	0	0	0.01	17.11	44.7	0.02	0.045	0.01	-0.0038	1723.1	58.4	30327.8	16.75	96.2	94.8	31.9	45.3	0.01	90.1	34.88	3.67	8.0824	30.7	35.06	50.62	81.6	39.85	28.47	0	0	1	1	0	0	0	3	80	3	24.7	103.3	0.534	1.263	0.007	0.0039	0.0025	0.1	2.457	464.4	0.01	53	20.9	0	0	7.46	42.8	62.3	45.7	0	11
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.041	2002	0.642878891	0.569589321	0.338	21.67	26.34	17.55	31.93	9.07	30	12	0.001	21.907	0.05	0.02	0	0	0	0	17.18	6.883	10.068	8.127	2.49	0	0	0.01	19.13	49.9	0.02	0.04	0.01	-0.0038	1508.7	66.2	30327	25.31	100.2	91.5	26.9	41.8	0.01	85.4	35.57	9.19	8.0784	24.7	36.28	52.57	82.2	42.43	23	0	1	1	3	0	0	0	2	65	2.1	53.2	93.7	0.592	2.223	0.013	0.0047	0.0057	0.1	2.436	442.4	0.01	49.6	39.8	0	0	15.99	59.8	59.5	52.1	0	7.2
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.041	2003	0.642878891	0.569589321	0.301	22.36	27.01	18.33	33.9	13.13	28	12	0.001	21.753	0.05	0.02	0	0	0	0	13.38	3.507	15	6.611	4.64	0	0	0.011	15.42	40.2	0.01	0.025	0.01	0	1613.4	61.7	30326.3	24.59	96.6	89.8	35.9	46.9	0.01	77.5	38.08	7.71	8.0728	24.1	35.35	53.96	95.4	45.9	25.83	0	0	1	1	0	0	0	4	71	1	41.3	96.8	0.63	2.128	0.013	0.0048	0.0027	0.1	2.414	475.7	0.01	61.2	33.4	0	0	10.03	56.6	54.7	65.2	0.0001	9.7
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.042	2004	0.642878891	0.569589321	0.241	19.94	24.05	16.06	28.07	10.45	30	11	0.001	20.553	0.05	0.02	0	0	0	0	11.83	5.461	9.686	10.369	0.1	0	0	0.009	18.86	49.2	0.02	0.041	0.01	-0.0038	1857	60.5	30325.5	22.91	101.2	94.8	29.4	50.2	0.01	86.3	43.32	7.23	8.0768	27.4	32.73	52.68	73.4	41.39	21.61	0	0	1	0	1	0	0	5	56	0	40.8	97.9	0.65	1.594	0.01	0.0048	0.0029	0.1	2.393	451.3	0.01	54.8	27.9	0	0	11.65	47.8	54.4	42.1	0.0002	17.2
Saint Kitts and Nevis	KNA	KN	North America	Caribbean	17.36	-62.78	261	0.047	1.1	0.042	2005	0.642878891	0.569589321	0.311	21.5	25.31	17.92	31.04	9.48	28	2	0.001	21.472	0.05	0.02	0	0	0	0	16.22	6.74	8.224	10.824	1.17	0	0	0.011	18.87	49.3	0.02	0.041	0.02	0	1714.8	61.8	30324.8	21.95	98.2	86	26.3	49.4	0.01	80.9	48.04	9.9	8.0745	39.1	38.29	59.99	89	28.88	28.2	0	0	0	1	1	0	0	2	72	2.5	53.2	92.6	0.663	2.491	0.017	0.0051	0.0038	0.1	2.372	545.8	0	52.8	20	0	0	14.99	54	49.8	30	0.0002	11.8
